Candidate_ID,Requisition_ID,Requisition_Fill_Start_Date,Outcome,Job,Job_Status,Recruiter,Hiring_Manager,Origin,Source,Current_Interview_Stage,Furthest_Stage_Reached,Archive_Reason,Offer_Decline_Category,Candidate_Application_Date,Candidate_Stage_1_Interview_Date,Candidate_Stage_2_Interview_Date,Candidate_Offer_Stage_Entered_Date,Candidate_Offer_Accept_Date,Candidate_Start_Date
CAND-003969,R-GA-1001-JustKaizen-0132,03/06/2022,Archived,Finance Manager,closed,Anna Briggs,Joshua Myers,applied,Glassdoor,Archived,Phone Screen,Not qualified,,03/17/2022,03/24/2022,03/31/2022,,,
CAND-003970,R-GA-1001-JustKaizen-0132,03/06/2022,Archived,Finance Manager,closed,Anna Briggs,Joshua Myers,applied,Glassdoor,Archived,Phone Screen,Not qualified,,03/12/2022,03/19/2022,03/26/2022,,,
CAND-003971,R-GA-1001-JustKaizen-0133,03/21/2019,Hired,Senior Facilities Manager,closed,Janice Jefferson,Ashley Berry,referred,Referral,Hired,Hired,,,03/30/2019,04/12/2019,04/26/2019,05/06/2019,05/08/2019,05/04/2019
CAND-003972,R-GA-1001-JustKaizen-0133,03/21/2019,Archived,Senior Facilities Manager,closed,Janice Jefferson,Ashley Berry,referred,Referral,Archived,Offer,Offer declined,Accepted Other Offer,04/20/2019,04/27/2019,05/04/2019,05/11/2019,,
CAND-003973,R-GA-1001-JustKaizen-0134,03/10/2022,Hired,Senior Finance Manager,closed,Janice Jefferson,Jason Cortez,sourced,Talent Sourcer Outreach,Hired,Hired,,,03/15/2022,03/23/2022,04/03/2022,04/10/2022,04/12/2022,04/27/2022
CAND-003974,R-GA-1001-JustKaizen-0134,03/10/2022,Archived,Senior Finance Manager,closed,Janice Jefferson,Jason Cortez,applied,Job Board,Archived,Offer,Offer declined,Accepted Other Offer,03/17/2022,03/24/2022,03/31/2022,04/07/2022,,
CAND-003975,R-GA-1001-JustKaizen-0135,10/22/2022,Hired,Facilities Manager,closed,Tara Long,Joseph Logan,referred,Referral,Hired,Hired,,,10/27/2022,11/03/2022,11/14/2022,11/25/2022,11/28/2022,12/09/2022
CAND-003976,R-GA-1001-JustKaizen-0135,10/22/2022,Archived,Facilities Manager,closed,Tara Long,Joseph Logan,sourced,LinkedIn,Archived,Phone Screen,Not qualified,,11/17/2022,11/24/2022,12/01/2022,,,
CAND-003977,R-GA-1001-JustKaizen-0135,10/22/2022,Archived,Facilities Manager,closed,Tara Long,Joseph Logan,referred,Referral,Archived,Onsite,Position filled,,10/29/2022,11/05/2022,11/12/2022,11/19/2022,,
CAND-003978,R-GA-1001-JustKaizen-0136,04/19/2023,Hired,Finance Manager,closed,Rebekah Gregory,Brandon Hamilton,applied,LinkedIn,Hired,Hired,,,04/23/2023,04/30/2023,05/07/2023,05/15/2023,05/19/2023,06/08/2023
CAND-003979,R-GA-1001-JustKaizen-0136,04/19/2023,Archived,Finance Manager,closed,Rebekah Gregory,Brandon Hamilton,applied,Glassdoor,Archived,Offer,Offer declined,Location,05/10/2023,05/17/2023,05/24/2023,05/31/2023,,
CAND-003980,R-GA-1001-JustKaizen-0136,04/19/2023,Archived,Finance Manager,closed,Rebekah Gregory,Brandon Hamilton,referred,Referral,Archived,Recruiter Screen,Not qualified,,05/14/2023,05/21/2023,,,,
CAND-003981,R-GA-1001-JustKaizen-0137,06/19/2021,Hired,Finance Manager,closed,Kathleen Clark,Amy Joseph,internal,Internal,Hired,Hired,,,07/03/2021,07/15/2021,07/26/2021,08/06/2021,08/12/2021,07/30/2021
CAND-003982,R-GA-1001-JustKaizen-0137,06/19/2021,Archived,Finance Manager,closed,Kathleen Clark,Amy Joseph,sourced,LinkedIn,Archived,Onsite,Position filled,,06/21/2021,06/28/2021,07/05/2021,07/12/2021,,
CAND-003983,R-GA-1001-JustKaizen-0137,06/19/2021,Archived,Finance Manager,closed,Kathleen Clark,Amy Joseph,sourced,LinkedIn,Archived,Offer,Offer declined,Compensation,07/08/2021,07/15/2021,07/22/2021,07/29/2021,,
CAND-003984,R-GA-1001-JustKaizen-0138,11/02/2019,Hired,Legal Manager,closed,Janice Jefferson,Kenneth Jones,sourced,Talent Sourcer Outreach,Hired,Hired,,,11/09/2019,11/23/2019,12/06/2019,12/12/2019,12/17/2019,12/21/2019
CAND-003985,R-GA-1001-JustKaizen-0138,11/02/2019,Archived,Legal Manager,closed,Janice Jefferson,Kenneth Jones,sourced,LinkedIn,Archived,Applied,Not qualified,,11/05/2019,,,,,
CAND-003986,R-GA-1001-JustKaizen-0139,12/23/2024,Hired,Senior Business Operations Manager,closed,Michael Clements,Thomas Yang,referred,Referral,Hired,Hired,,,12/30/2024,01/08/2025,01/20/2025,02/01/2025,02/08/2025,02/04/2025
CAND-003987,R-GA-1001-JustKaizen-0139,12/23/2024,Archived,Senior Business Operations Manager,closed,Michael Clements,Thomas Yang,applied,Career Page,Archived,Offer,Offer declined,Compensation,12/28/2024,01/04/2025,01/11/2025,01/18/2025,,
CAND-003988,R-GA-1001-JustKaizen-0139,12/23/2024,Archived,Senior Business Operations Manager,closed,Michael Clements,Thomas Yang,applied,Job Board,Archived,Applied,Not qualified,,01/04/2025,,,,,
CAND-003989,R-GA-1001-JustKaizen-0140,11/12/2023,Hired,Accounting Manager,closed,Patricia Ray,Beth Norman,referred,Referral,Hired,Hired,,,11/17/2023,11/28/2023,12/06/2023,12/16/2023,12/21/2023,12/22/2023
CAND-003990,R-GA-1001-JustKaizen-0140,11/12/2023,Archived,Accounting Manager,closed,Patricia Ray,Beth Norman,referred,Referral,Archived,Recruiter Screen,Not qualified,,12/04/2023,12/11/2023,,,,
CAND-003991,R-GA-1001-JustKaizen-0140,11/12/2023,Archived,Accounting Manager,closed,Patricia Ray,Beth Norman,applied,Job Board,Archived,Onsite,Position filled,,12/06/2023,12/13/2023,12/20/2023,12/27/2023,,
CAND-003992,R-GA-1001-JustKaizen-0140,11/12/2023,Archived,Accounting Manager,closed,Patricia Ray,Beth Norman,referred,Referral,Archived,Onsite,Position filled,,11/24/2023,12/01/2023,12/08/2023,12/15/2023,,
CAND-003993,R-GA-1001-JustKaizen-0141,01/20/2021,Hired,Legal Manager,closed,Rebekah Gregory,Beth Norman,referred,Referral,Hired,Hired,,,01/21/2021,01/30/2021,02/07/2021,02/19/2021,02/23/2021,03/02/2021
CAND-003994,R-GA-1001-JustKaizen-0141,01/20/2021,Archived,Legal Manager,closed,Rebekah Gregory,Beth Norman,applied,LinkedIn,Archived,Applied,Not qualified,,02/08/2021,,,,,
CAND-003995,R-GA-1001-JustKaizen-0141,01/20/2021,Archived,Legal Manager,closed,Rebekah Gregory,Beth Norman,applied,Glassdoor,Archived,Applied,Not qualified,,01/21/2021,,,,,
CAND-003996,R-GA-1001-JustKaizen-0142,02/28/2025,Hired,Finance Manager,closed,Jillian Wilson,Amy Joseph,sourced,Talent Sourcer Outreach,Hired,Hired,,,03/12/2025,03/19/2025,04/02/2025,04/09/2025,04/11/2025,04/12/2025
CAND-003997,R-GA-1001-JustKaizen-0142,02/28/2025,Archived,Finance Manager,closed,Jillian Wilson,Amy Joseph,applied,Job Board,Archived,Offer,Offer declined,Accepted Other Offer,03/17/2025,03/24/2025,03/31/2025,04/07/2025,,
CAND-003998,R-GA-1001-JustKaizen-0142,02/28/2025,Archived,Finance Manager,closed,Jillian Wilson,Amy Joseph,referred,Referral,Archived,Onsite,Position filled,,03/08/2025,03/15/2025,03/22/2025,03/29/2025,,
CAND-003999,R-GA-1001-JustKaizen-0143,11/04/2021,Hired,Finance Manager,closed,Kathleen Clark,Joseph Logan,agency,Agency,Hired,Hired,,,11/12/2021,11/26/2021,12/07/2021,12/18/2021,12/23/2021,12/21/2021
CAND-004000,R-GA-1001-JustKaizen-0143,11/04/2021,Archived,Finance Manager,closed,Kathleen Clark,Joseph Logan,applied,LinkedIn,Archived,Applied,Not qualified,,11/13/2021,,,,,
CAND-004001,R-GA-1001-JustKaizen-0143,11/04/2021,Archived,Finance Manager,closed,Kathleen Clark,Joseph Logan,agency,Agency,Archived,Phone Screen,Not qualified,,11/21/2021,11/28/2021,12/05/2021,,,
CAND-004002,R-GA-1001-JustKaizen-0143,11/04/2021,Archived,Finance Manager,closed,Kathleen Clark,Joseph Logan,applied,Career Page,Archived,Onsite,Position filled,,12/03/2021,12/10/2021,12/17/2021,12/24/2021,,
CAND-004003,R-GA-1001-JustKaizen-0144,09/15/2021,Hired,Accounting Manager,closed,Kathleen Clark,Brandon Hamilton,sourced,Talent Sourcer Outreach,Hired,Hired,,,09/22/2021,10/04/2021,10/16/2021,10/28/2021,11/03/2021,11/01/2021
CAND-004004,R-GA-1001-JustKaizen-0144,09/15/2021,Archived,Accounting Manager,closed,Kathleen Clark,Brandon Hamilton,referred,Referral,Archived,Offer,Offer declined,Accepted Other Offer,09/18/2021,09/25/2021,10/02/2021,10/09/2021,,
CAND-004005,R-GA-1001-JustKaizen-0144,09/15/2021,Archived,Accounting Manager,closed,Kathleen Clark,Brandon Hamilton,applied,Glassdoor,Archived,Recruiter Screen,Not qualified,,10/04/2021,10/11/2021,,,,
CAND-004006,R-GA-1001-JustKaizen-0145,04/29/2024,Hired,Senior IT Manager,closed,Janice Jefferson,Jordan Williams,sourced,LinkedIn,Hired,Hired,,,05/13/2024,05/25/2024,06/02/2024,06/13/2024,06/17/2024,06/12/2024
CAND-004007,R-GA-1001-JustKaizen-0145,04/29/2024,Archived,Senior IT Manager,closed,Janice Jefferson,Jordan Williams,referred,Referral,Archived,Recruiter Screen,Not qualified,,05/28/2024,06/04/2024,,,,
CAND-004008,R-GA-1001-JustKaizen-0146,02/14/2022,Hired,Facilities Manager,closed,Rebekah Gregory,Beth Norman,applied,Glassdoor,Hired,Hired,,,02/22/2022,03/07/2022,03/17/2022,03/26/2022,04/02/2022,03/31/2022
CAND-004009,R-GA-1001-JustKaizen-0146,02/14/2022,Archived,Facilities Manager,closed,Rebekah Gregory,Beth Norman,applied,Glassdoor,Archived,Onsite,Position filled,,03/08/2022,03/15/2022,03/22/2022,03/29/2022,,
CAND-004010,R-GA-1001-JustKaizen-0147,04/12/2021,Hired,Senior Finance Manager,closed,Rebekah Gregory,Jason Cortez,applied,Glassdoor,Hired,Hired,,,04/25/2021,05/05/2021,05/19/2021,05/25/2021,05/27/2021,05/29/2021
CAND-004011,R-GA-1001-JustKaizen-0147,04/12/2021,Archived,Senior Finance Manager,closed,Rebekah Gregory,Jason Cortez,sourced,Talent Sourcer Outreach,Archived,Recruiter Screen,Not qualified,,05/10/2021,05/17/2021,,,,
CAND-004012,R-GA-1001-JustKaizen-0148,11/27/2023,Hired,Senior Facilities Manager,closed,Terri Moore,Devon Miller,sourced,Talent Sourcer Outreach,Hired,Hired,,,11/28/2023,12/11/2023,12/24/2023,01/05/2024,01/12/2024,01/13/2024
CAND-004013,R-GA-1001-JustKaizen-0148,11/27/2023,Archived,Senior Facilities Manager,closed,Terri Moore,Devon Miller,applied,LinkedIn,Archived,Phone Screen,Not qualified,,11/28/2023,12/05/2023,12/12/2023,,,
CAND-004014,R-GA-1001-JustKaizen-0148,11/27/2023,Archived,Senior Facilities Manager,closed,Terri Moore,Devon Miller,referred,Referral,Archived,Phone Screen,Not qualified,,12/19/2023,12/26/2023,01/02/2024,,,
CAND-004015,R-GA-1001-JustKaizen-0149,01/11/2022,Hired,Accounting Manager,closed,Anna Briggs,Kenneth Jones,sourced,Talent Sourcer Outreach,Hired,Hired,,,01/18/2022,01/27/2022,02/05/2022,02/11/2022,02/16/2022,02/27/2022
CAND-004016,R-GA-1001-JustKaizen-0149,01/11/2022,Archived,Accounting Manager,closed,Anna Briggs,Kenneth Jones,referred,Referral,Archived,Offer,Offer declined,Career Growth,01/14/2022,01/21/2022,01/28/2022,02/04/2022,,
CAND-004017,R-GA-1001-JustKaizen-0150,12/06/2021,Hired,Accounting Manager,closed,Rebekah Gregory,Joshua Myers,referred,Referral,Hired,Hired,,,12/10/2021,12/18/2021,12/27/2021,01/02/2022,01/06/2022,01/20/2022
CAND-004018,R-GA-1001-JustKaizen-0150,12/06/2021,Archived,Accounting Manager,closed,Rebekah Gregory,Joshua Myers,referred,Referral,Archived,Offer,Offer declined,Accepted Other Offer,12/29/2021,01/05/2022,01/12/2022,01/19/2022,,
CAND-004019,R-GA-1001-JustKaizen-0150,12/06/2021,Archived,Accounting Manager,closed,Rebekah Gregory,Joshua Myers,sourced,Talent Sourcer Outreach,Archived,Applied,Not qualified,,12/26/2021,,,,,
CAND-004020,R-GA-1001-JustKaizen-0150,12/06/2021,Archived,Accounting Manager,closed,Rebekah Gregory,Joshua Myers,sourced,Talent Sourcer Outreach,Archived,Offer,Offer declined,Career Growth,12/28/2021,01/04/2022,01/11/2022,01/18/2022,,
CAND-004021,R-GA-1001-JustKaizen-0151,06/03/2023,Hired,Senior Accounting Manager,closed,Jillian Wilson,Ashley Berry,referred,Referral,Hired,Hired,,,06/10/2023,06/23/2023,06/30/2023,07/06/2023,07/11/2023,07/18/2023
CAND-004022,R-GA-1001-JustKaizen-0151,06/03/2023,Archived,Senior Accounting Manager,closed,Jillian Wilson,Ashley Berry,referred,Referral,Archived,Recruiter Screen,Not qualified,,06/22/2023,06/29/2023,,,,
CAND-004023,R-GA-1001-JustKaizen-0152,12/20/2022,Hired,Senior Business Operations Manager,closed,April Powers,Scott Sanchez,sourced,LinkedIn,Hired,Hired,,,12/22/2022,01/03/2023,01/15/2023,01/22/2023,01/25/2023,02/07/2023
CAND-004024,R-GA-1001-JustKaizen-0152,12/20/2022,Archived,Senior Business Operations Manager,closed,April Powers,Scott Sanchez,applied,LinkedIn,Archived,Onsite,Position filled,,12/29/2022,01/05/2023,01/12/2023,01/19/2023,,
CAND-004025,R-GA-1001-JustKaizen-0152,12/20/2022,Archived,Senior Business Operations Manager,closed,April Powers,Scott Sanchez,agency,Agency,Archived,Recruiter Screen,Not qualified,,12/31/2022,01/07/2023,,,,
CAND-004026,R-GA-1001-JustKaizen-0153,10/29/2022,Hired,IT Manager,closed,Tara Long,Joseph Logan,agency,Agency,Hired,Hired,,,11/10/2022,11/24/2022,12/08/2022,12/16/2022,12/20/2022,12/18/2022
CAND-004027,R-GA-1001-JustKaizen-0153,10/29/2022,Archived,IT Manager,closed,Tara Long,Joseph Logan,sourced,LinkedIn,Archived,Recruiter Screen,Not qualified,,10/30/2022,11/06/2022,,,,
CAND-004028,R-GA-1001-JustKaizen-0154,05/15/2023,Hired,Business Operations Manager,closed,Jillian Wilson,Kenneth Jones,referred,Referral,Hired,Hired,,,05/27/2023,06/04/2023,06/12/2023,06/20/2023,06/27/2023,06/26/2023
CAND-004029,R-GA-1001-JustKaizen-0154,05/15/2023,Archived,Business Operations Manager,closed,Jillian Wilson,Kenneth Jones,applied,LinkedIn,Archived,Phone Screen,Not qualified,,05/18/2023,05/25/2023,06/01/2023,,,
CAND-004030,R-GA-1001-JustKaizen-0155,02/10/2022,Hired,Business Operations Manager,closed,Anna Briggs,Brandon Hamilton,sourced,LinkedIn,Hired,Hired,,,02/22/2022,03/05/2022,03/19/2022,03/29/2022,04/02/2022,03/31/2022
CAND-004031,R-GA-1001-JustKaizen-0155,02/10/2022,Archived,Business Operations Manager,closed,Anna Briggs,Brandon Hamilton,referred,Referral,Archived,Recruiter Screen,Not qualified,,02/20/2022,02/27/2022,,,,
CAND-004032,R-GA-1001-JustKaizen-0155,02/10/2022,Archived,Business Operations Manager,closed,Anna Briggs,Brandon Hamilton,applied,LinkedIn,Archived,Offer,Offer declined,Compensation,02/18/2022,02/25/2022,03/04/2022,03/11/2022,,
CAND-004033,R-GA-1001-JustKaizen-0156,06/28/2024,Hired,"Director, Legal",closed,Sean Jones,Regina Jarvis,applied,Career Page,Hired,Hired,,,07/07/2024,07/17/2024,07/30/2024,08/10/2024,08/16/2024,08/10/2024
CAND-004034,R-GA-1001-JustKaizen-0156,06/28/2024,Archived,"Director, Legal",closed,Sean Jones,Regina Jarvis,internal,Internal,Archived,Offer,Offer declined,Personal,07/10/2024,07/17/2024,07/24/2024,07/31/2024,,
CAND-004035,R-GA-1001-JustKaizen-0156,06/28/2024,Archived,"Director, Legal",closed,Sean Jones,Regina Jarvis,sourced,Talent Sourcer Outreach,Archived,Offer,Offer declined,Personal,07/11/2024,07/18/2024,07/25/2024,08/01/2024,,
CAND-004036,R-GA-1001-JustKaizen-0156,06/28/2024,Archived,"Director, Legal",closed,Sean Jones,Regina Jarvis,referred,Referral,Archived,Recruiter Screen,Not qualified,,07/05/2024,07/12/2024,,,,
CAND-004037,R-GA-1001-JustKaizen-0157,06/06/2022,Hired,"Senior Director, IT",closed,Janice Jefferson,Christina Elliott,internal,Internal,Hired,Hired,,,06/12/2022,06/23/2022,07/05/2022,07/16/2022,07/19/2022,07/25/2022
CAND-004038,R-GA-1001-JustKaizen-0157,06/06/2022,Archived,"Senior Director, IT",closed,Janice Jefferson,Christina Elliott,agency,Agency,Archived,Applied,Not qualified,,06/21/2022,,,,,
CAND-004039,R-GA-1001-JustKaizen-0157,06/06/2022,Archived,"Senior Director, IT",closed,Janice Jefferson,Christina Elliott,sourced,Talent Sourcer Outreach,Archived,Phone Screen,Not qualified,,07/06/2022,07/13/2022,07/20/2022,,,
CAND-004040,R-GA-1001-JustKaizen-0158,05/21/2022,Hired,"Director, Legal",closed,Michelle Wilson,Regina Jarvis,referred,Referral,Hired,Hired,,,05/27/2022,06/03/2022,06/10/2022,06/21/2022,06/26/2022,07/06/2022
CAND-004041,R-GA-1001-JustKaizen-0158,05/21/2022,Archived,"Director, Legal",closed,Michelle Wilson,Regina Jarvis,applied,Job Board,Archived,Offer,Offer declined,Accepted Other Offer,06/05/2022,06/12/2022,06/19/2022,06/26/2022,,
CAND-004042,R-GA-1001-JustKaizen-0158,05/21/2022,Archived,"Director, Legal",closed,Michelle Wilson,Regina Jarvis,internal,Internal,Archived,Onsite,Position filled,,05/26/2022,06/02/2022,06/09/2022,06/16/2022,,
CAND-004043,R-GA-1001-JustKaizen-0158,05/21/2022,Archived,"Director, Legal",closed,Michelle Wilson,Regina Jarvis,applied,Job Board,Archived,Offer,Offer declined,Personal,06/07/2022,06/14/2022,06/21/2022,06/28/2022,,
CAND-004044,R-GA-1001-JustKaizen-0159,08/31/2024,Hired,"Director, Business Operations",closed,Kathleen Clark,Regina Jarvis,sourced,LinkedIn,Hired,Hired,,,09/05/2024,09/16/2024,09/27/2024,10/08/2024,10/11/2024,10/19/2024
CAND-004045,R-GA-1001-JustKaizen-0159,08/31/2024,Archived,"Director, Business Operations",closed,Kathleen Clark,Regina Jarvis,referred,Referral,Archived,Recruiter Screen,Not qualified,,09/26/2024,10/03/2024,,,,
CAND-004046,R-GA-1001-JustKaizen-0160,06/09/2022,Hired,"Director, Business Operations",closed,Rebekah Gregory,Regina Jarvis,agency,Agency,Hired,Hired,,,06/17/2022,06/28/2022,07/08/2022,07/13/2022,07/19/2022,07/29/2022
CAND-004047,R-GA-1001-JustKaizen-0160,06/09/2022,Archived,"Director, Business Operations",closed,Rebekah Gregory,Regina Jarvis,referred,Referral,Archived,Applied,Not qualified,,06/14/2022,,,,,
CAND-004048,R-GA-1001-JustKaizen-0160,06/09/2022,Archived,"Director, Business Operations",closed,Rebekah Gregory,Regina Jarvis,applied,Career Page,Archived,Applied,Not qualified,,06/20/2022,,,,,
CAND-004049,R-GA-1001-JustKaizen-0161,10/05/2022,Hired,"Senior Director, Business Operations",closed,Rebekah Gregory,Christie Mccullough,sourced,Talent Sourcer Outreach,Hired,Hired,,,10/07/2022,10/17/2022,10/30/2022,11/08/2022,11/10/2022,11/16/2022
CAND-004050,R-GA-1001-JustKaizen-0161,10/05/2022,Archived,"Senior Director, Business Operations",closed,Rebekah Gregory,Christie Mccullough,referred,Referral,Archived,Phone Screen,Not qualified,,10/27/2022,11/03/2022,11/10/2022,,,
CAND-004051,R-GA-1001-JustKaizen-0161,10/05/2022,Archived,"Senior Director, Business Operations",closed,Rebekah Gregory,Christie Mccullough,applied,LinkedIn,Archived,Applied,Not qualified,,10/21/2022,,,,,
CAND-004052,R-GA-1001-JustKaizen-0162,03/06/2021,Hired,"Director, Accounting",closed,Kathleen Clark,Regina Jarvis,referred,Referral,Hired,Hired,,,03/14/2021,03/28/2021,04/09/2021,04/15/2021,04/21/2021,04/15/2021
CAND-004053,R-GA-1001-JustKaizen-0162,03/06/2021,Archived,"Director, Accounting",closed,Kathleen Clark,Regina Jarvis,applied,LinkedIn,Archived,Onsite,Position filled,,03/12/2021,03/19/2021,03/26/2021,04/02/2021,,
CAND-004054,R-GA-1001-JustKaizen-0163,03/03/2023,Hired,"Director, Finance",closed,Michael Brown,Regina Jarvis,sourced,Talent Sourcer Outreach,Hired,Hired,,,03/16/2023,03/30/2023,04/10/2023,04/18/2023,04/21/2023,04/12/2023
CAND-004055,R-GA-1001-JustKaizen-0163,03/03/2023,Archived,"Director, Finance",closed,Michael Brown,Regina Jarvis,agency,Agency,Archived,Phone Screen,Not qualified,,03/17/2023,03/24/2023,03/31/2023,,,
CAND-004056,R-GA-1001-JustKaizen-0163,03/03/2023,Archived,"Director, Finance",closed,Michael Brown,Regina Jarvis,internal,Internal,Archived,Applied,Not qualified,,03/06/2023,,,,,
CAND-004057,R-GA-1001-JustKaizen-0164,09/27/2023,Hired,"Director, Accounting",closed,April Powers,Regina Jarvis,applied,LinkedIn,Hired,Hired,,,10/06/2023,10/18/2023,10/29/2023,11/06/2023,11/11/2023,11/09/2023
CAND-004058,R-GA-1001-JustKaizen-0164,09/27/2023,Archived,"Director, Accounting",closed,April Powers,Regina Jarvis,agency,Agency,Archived,Applied,Not qualified,,10/05/2023,,,,,
CAND-004059,R-GA-1001-JustKaizen-0164,09/27/2023,Archived,"Director, Accounting",closed,April Powers,Regina Jarvis,referred,Referral,Archived,Recruiter Screen,Not qualified,,10/15/2023,10/22/2023,,,,
CAND-004060,R-GA-1001-JustKaizen-0165,01/03/2025,Hired,"Director, Legal",closed,Jillian Wilson,Regina Jarvis,sourced,Talent Sourcer Outreach,Hired,Hired,,,01/16/2025,01/28/2025,02/10/2025,02/17/2025,02/20/2025,02/13/2025
CAND-004061,R-GA-1001-JustKaizen-0165,01/03/2025,Archived,"Director, Legal",closed,Jillian Wilson,Regina Jarvis,applied,LinkedIn,Archived,Applied,Not qualified,,01/25/2025,,,,,
CAND-004062,R-GA-1001-JustKaizen-0165,01/03/2025,Archived,"Director, Legal",closed,Jillian Wilson,Regina Jarvis,applied,Job Board,Archived,Offer,Offer declined,Personal,01/20/2025,01/27/2025,02/03/2025,02/10/2025,,
CAND-004063,R-GA-1001-JustKaizen-0166,05/14/2025,Hired,"Director, IT",closed,James Kelley,Regina Jarvis,applied,LinkedIn,Hired,Hired,,,05/26/2025,06/05/2025,06/12/2025,06/24/2025,06/30/2025,07/01/2025
CAND-004064,R-GA-1001-JustKaizen-0166,05/14/2025,Archived,"Director, IT",closed,James Kelley,Regina Jarvis,applied,Job Board,Archived,Applied,Not qualified,,05/29/2025,,,,,
CAND-004065,R-GA-1001-JustKaizen-0167,09/05/2025,Hired,"Senior Director, IT",closed,Michele Gregory,Christie Mccullough,sourced,LinkedIn,Hired,Hired,,,09/13/2025,09/27/2025,10/06/2025,10/15/2025,10/19/2025,10/25/2025
CAND-004066,R-GA-1001-JustKaizen-0167,09/05/2025,Archived,"Senior Director, IT",closed,Michele Gregory,Christie Mccullough,referred,Referral,Archived,Onsite,Position filled,,09/29/2025,10/06/2025,10/13/2025,10/20/2025,,
CAND-004067,R-GA-1001-JustKaizen-0167,09/05/2025,Archived,"Senior Director, IT",closed,Michele Gregory,Christie Mccullough,applied,Glassdoor,Archived,Applied,Not qualified,,09/08/2025,,,,,
CAND-004068,R-GA-1001-JustKaizen-0167,09/05/2025,Archived,"Senior Director, IT",closed,Michele Gregory,Christie Mccullough,applied,Career Page,Archived,Onsite,Position filled,,09/17/2025,09/24/2025,10/01/2025,10/08/2025,,
CAND-004069,R-GA-1001-JustKaizen-0168,06/13/2021,Hired,"Director, Facilities",closed,Kathleen Clark,Regina Jarvis,referred,Referral,Hired,Hired,,,06/15/2021,06/22/2021,07/01/2021,07/10/2021,07/13/2021,07/31/2021
CAND-004070,R-GA-1001-JustKaizen-0168,06/13/2021,Archived,"Director, Facilities",closed,Kathleen Clark,Regina Jarvis,applied,Glassdoor,Archived,Recruiter Screen,Not qualified,,07/12/2021,07/19/2021,,,,
CAND-004071,R-GA-1001-JustKaizen-0168,06/13/2021,Archived,"Director, Facilities",closed,Kathleen Clark,Regina Jarvis,sourced,Talent Sourcer Outreach,Archived,Offer,Offer declined,Location,06/27/2021,07/04/2021,07/11/2021,07/18/2021,,
CAND-004072,R-GA-1001-JustKaizen-0169,01/14/2025,Hired,"Senior Director, Legal",closed,Janice Jefferson,Christina Elliott,sourced,LinkedIn,Hired,Hired,,,01/27/2025,02/03/2025,02/10/2025,02/18/2025,02/22/2025,02/28/2025
CAND-004073,R-GA-1001-JustKaizen-0169,01/14/2025,Archived,"Senior Director, Legal",closed,Janice Jefferson,Christina Elliott,applied,Glassdoor,Archived,Onsite,Position filled,,01/19/2025,01/26/2025,02/02/2025,02/09/2025,,
CAND-004074,R-GA-1001-JustKaizen-0169,01/14/2025,Archived,"Senior Director, Legal",closed,Janice Jefferson,Christina Elliott,applied,LinkedIn,Archived,Onsite,Position filled,,02/06/2025,02/13/2025,02/20/2025,02/27/2025,,
CAND-004075,R-GA-1001-JustKaizen-0170,05/30/2022,Hired,"Director, IT",closed,Janice Jefferson,Regina Jarvis,applied,LinkedIn,Hired,Hired,,,06/07/2022,06/15/2022,06/24/2022,07/05/2022,07/09/2022,07/14/2022
CAND-004076,R-GA-1001-JustKaizen-0170,05/30/2022,Archived,"Director, IT",closed,Janice Jefferson,Regina Jarvis,referred,Referral,Archived,Offer,Offer declined,Career Growth,06/07/2022,06/14/2022,06/21/2022,06/28/2022,,
CAND-004077,R-GA-1001-JustKaizen-0171,11/30/2021,Hired,"Director, Legal",closed,Anna Briggs,Regina Jarvis,agency,Agency,Hired,Hired,,,12/08/2021,12/18/2021,12/31/2021,01/11/2022,01/18/2022,01/11/2022
CAND-004078,R-GA-1001-JustKaizen-0171,11/30/2021,Archived,"Director, Legal",closed,Anna Briggs,Regina Jarvis,referred,Referral,Archived,Onsite,Position filled,,12/19/2021,12/26/2021,01/02/2022,01/09/2022,,
CAND-004079,R-GA-1001-JustKaizen-0171,11/30/2021,Archived,"Director, Legal",closed,Anna Briggs,Regina Jarvis,applied,Job Board,Archived,Offer,Offer declined,Compensation,12/19/2021,12/26/2021,01/02/2022,01/09/2022,,
CAND-004080,R-GA-1001-JustKaizen-0171,11/30/2021,Archived,"Director, Legal",closed,Anna Briggs,Regina Jarvis,referred,Referral,Archived,Onsite,Position filled,,12/19/2021,12/26/2021,01/02/2022,01/09/2022,,
CAND-004081,R-GA-1001-JustKaizen-0172,12/17/2024,Hired,"Director, Legal",closed,Sean Jones,Regina Jarvis,sourced,Talent Sourcer Outreach,Hired,Hired,,,12/21/2024,12/31/2024,01/12/2025,01/23/2025,01/26/2025,02/05/2025
CAND-004082,R-GA-1001-JustKaizen-0172,12/17/2024,Archived,"Director, Legal",closed,Sean Jones,Regina Jarvis,applied,Career Page,Archived,Applied,Not qualified,,12/23/2024,,,,,
CAND-004083,R-GA-1001-JustKaizen-0173,04/19/2023,Hired,"Senior Director, Business Operations",closed,Tara Long,Christina Elliott,referred,Referral,Hired,Hired,,,04/20/2023,04/27/2023,05/04/2023,05/09/2023,05/15/2023,05/30/2023
