employee_id,effective_date,change_type,old_department,new_department,old_sub_department,new_sub_department,old_job_level,new_job_level,old_job_title,new_job_title,old_manager_id,new_manager_id
thull@justkaizen.com,08/08/2021,Hire,,Product,,Product Management,,M4,,"Senior Director, Product Management",,mlawrence@justkaizen.com
jperez2@justkaizen.com,10/03/2023,Hire,,Product,,Product Management,,M3,,"Director, Product Management",,thull@justkaizen.com
jperez2@justkaizen.com,04/02/2024,Promotion,Product,Product,Product Management,Product Management,M1,M2,Product Management Manager,Senior Product Management Manager,thull@justkaizen.com,thull@justkaizen.com
jperez2@justkaizen.com,10/03/2024,Promotion,Product,Product,Product Management,Product Management,M2,M3,Senior Product Management Manager,"Director, Product Management",thull@justkaizen.com,thull@justkaizen.com
nanderson@justkaizen.com,12/09/2021,Hire,,Product,,Product Ops,,E4,,Chief Product Officer,,mjohnson8@justkaizen.com
nanderson@justkaizen.com,12/30/2022,Promotion,Product,Product,Product Ops,Product Ops,E2,E3,"SVP, Product",Chief Product Officer (E3),mjohnson8@justkaizen.com,mjohnson8@justkaizen.com
nanderson@justkaizen.com,01/04/2024,Promotion,Product,Product,Product Ops,Product Ops,E3,E4,Chief Product Officer (E3),Chief Product Officer,mjohnson8@justkaizen.com,mjohnson8@justkaizen.com
mlawrence@justkaizen.com,12/30/2024,Hire,,Product,,Product Ops,,E1,,"VP, Product Ops",,nanderson@justkaizen.com
crichardson@justkaizen.com,02/12/2020,Hire,,Product,,Product Management,,E1,,"VP, Product Management",,nanderson@justkaizen.com
crichardson@justkaizen.com,08/15/2022,Promotion,Product,Product,Product Management,Product Management,M4,E1,"Senior Director, Product Management","VP, Product Management",nanderson@justkaizen.com,nanderson@justkaizen.com
mjohnson8@justkaizen.com,01/22/2024,Hire,,Product,,Product Ops,,E5,,President,,pkim@justkaizen.com
mjohnson8@justkaizen.com,05/20/2024,Promotion,Product,Product,Product Ops,Product Ops,E2,E3,"SVP, Product",Chief Product Officer (E3),pkim@justkaizen.com,pkim@justkaizen.com
mjohnson8@justkaizen.com,09/06/2024,Promotion,Product,Product,Product Ops,Product Ops,E3,E4,Chief Product Officer (E3),Chief Product Officer,pkim@justkaizen.com,pkim@justkaizen.com
mjohnson8@justkaizen.com,11/17/2024,Promotion,Product,Product,Product Ops,Product Ops,E4,E5,Chief Product Officer,President,pkim@justkaizen.com,pkim@justkaizen.com
sscott@justkaizen.com,07/12/2022,Hire,,People,,Total Rewards,,P1,,Associate Compensation Analyst,,jjefferson@justkaizen.com
kwilliams4@justkaizen.com,06/29/2021,Hire,,People,,Recruiting,,P2,,Recruiter,,jhall@justkaizen.com
wstanley@justkaizen.com,12/08/2021,Hire,,People,,Workplace Experience,,P3,,Senior Workplace Experience Coordinator,,mcruz@justkaizen.com
msmith5@justkaizen.com,02/19/2024,Hire,,People,,Workplace Experience,,P3,,Senior Workplace Experience Coordinator,,jvaldez@justkaizen.com
mbutler2@justkaizen.com,10/08/2024,Hire,,People,,People Ops,,P3,,Senior People Operations Specialist,,mgregory@justkaizen.com
jkelley@justkaizen.com,03/20/2024,Hire,,People,,Recruiting,,P1,,Associate Recruiter,,apowers@justkaizen.com
jhernandez4@justkaizen.com,05/23/2022,Hire,,People,,Recruiting,,P2,,Recruiter,,wstanley@justkaizen.com
jhernandez4@justkaizen.com,09/26/2023,Promotion,People,People,Recruiting,Recruiting,P1,P2,Associate Recruiter,Recruiter,wstanley@justkaizen.com,wstanley@justkaizen.com
mmccoy@justkaizen.com,01/28/2025,Hire,,People,,DEIB,,P2,,DEIB Specialist,,jgarza@justkaizen.com
estanley@justkaizen.com,09/28/2024,Hire,,People,,L&D,,P2,,Learning & Development Specialist,,srivera3@justkaizen.com
mnelson2@justkaizen.com,12/16/2024,Hire,,People,,HRBPs,,P2,,HR Business Partner,,ljohns@justkaizen.com
ltaylor@justkaizen.com,07/27/2021,Hire,,People,,People Ops,,P2,,People Operations Specialist,,wphillips2@justkaizen.com
ltaylor@justkaizen.com,05/16/2023,Promotion,People,People,People Ops,People Ops,P1,P2,Associate People Operations Specialist,People Operations Specialist,wphillips2@justkaizen.com,wphillips2@justkaizen.com
sgarcia@justkaizen.com,06/07/2022,Hire,,People,,Recruiting,,P2,,Recruiter,,jhall@justkaizen.com
mwilson@justkaizen.com,05/26/2021,Hire,,People,,Recruiting,,P3,,Senior Recruiter,,mmoore5@justkaizen.com
arodriguez@justkaizen.com,05/08/2020,Hire,,People,,L&D,,P2,,Learning & Development Specialist,,jgarza@justkaizen.com
cgonzalez@justkaizen.com,01/14/2019,Hire,,People,,HRBPs,,P3,,Senior HR Business Partner,,vbrown2@justkaizen.com
dmills@justkaizen.com,05/22/2022,Hire,,People,,Workplace Experience,,P3,,Senior Workplace Experience Coordinator,,schristian@justkaizen.com
dwarner@justkaizen.com,09/22/2022,Hire,,People,,DEIB,,P2,,DEIB Specialist,,ljohns@justkaizen.com
ewilliams3@justkaizen.com,02/15/2025,Hire,,People,,HRBPs,,P2,,HR Business Partner,,msmith5@justkaizen.com
kclark@justkaizen.com,01/28/2020,Hire,,People,,Recruiting,,P2,,Recruiter,,ljohns@justkaizen.com
kclark@justkaizen.com,07/28/2022,Promotion,People,People,Recruiting,Recruiting,P1,P2,Associate Recruiter,Recruiter,ljohns@justkaizen.com,ljohns@justkaizen.com
srivera3@justkaizen.com,07/03/2024,Hire,,People,,L&D,,P3,,Senior Learning & Development Specialist,,vbrown2@justkaizen.com
apowers@justkaizen.com,02/28/2021,Hire,,People,,Recruiting,,P2,,Recruiter,,ljohns@justkaizen.com
sconley@justkaizen.com,09/28/2022,Hire,,People,,Recruiting,,P3,,Senior Recruiter,,mcruz@justkaizen.com
mhernandez@justkaizen.com,04/15/2022,Hire,,People,,Workplace Experience,,P3,,Senior Workplace Experience Coordinator,,jgates@justkaizen.com
mhernandez@justkaizen.com,05/13/2023,Promotion,People,People,Workplace Experience,Workplace Experience,P2,P3,Workplace Experience Coordinator,Senior Workplace Experience Coordinator,jgates@justkaizen.com,jgates@justkaizen.com
ahunt@justkaizen.com,08/13/2020,Hire,,People,,HRBPs,,P1,,Associate HR Business Partner,,apowers@justkaizen.com
ngarcia2@justkaizen.com,10/26/2020,Hire,,People,,Workplace Experience,,P3,,Senior Workplace Experience Coordinator,,dreed2@justkaizen.com
jhall@justkaizen.com,01/30/2018,Hire,,People,,HRBPs,,P3,,Senior HR Business Partner,,jsolis2@justkaizen.com
jhall@justkaizen.com,09/13/2021,Promotion,People,People,HRBPs,HRBPs,P2,P3,HR Business Partner,Senior HR Business Partner,jsolis2@justkaizen.com,jsolis2@justkaizen.com
wphillips2@justkaizen.com,10/29/2021,Hire,,People,,People Ops,,P3,,Senior People Operations Specialist,,pray@justkaizen.com
jgarcia3@justkaizen.com,08/28/2022,Hire,,People,,HRBPs,,P2,,HR Business Partner,,msmith5@justkaizen.com
cwilliams4@justkaizen.com,10/16/2022,Hire,,People,,People Ops,,P3,,Senior People Operations Specialist,,dreed2@justkaizen.com
cwilliams4@justkaizen.com,12/04/2023,Promotion,People,People,People Ops,People Ops,P2,P3,People Operations Specialist,Senior People Operations Specialist,dreed2@justkaizen.com,dreed2@justkaizen.com
dsolis@justkaizen.com,05/08/2018,Hire,,People,,HRBPs,,P3,,Senior HR Business Partner,,mcruz@justkaizen.com
erodgers@justkaizen.com,06/02/2022,Hire,,People,,Recruiting,,P3,,Senior Recruiter,,trodriguez3@justkaizen.com
achang@justkaizen.com,09/10/2021,Hire,,People,,L&D,,P2,,Learning & Development Specialist,,cgonzalez@justkaizen.com
achristian@justkaizen.com,07/31/2020,Hire,,People,,DEIB,,P2,,DEIB Specialist,,jhall@justkaizen.com
achristian@justkaizen.com,12/19/2021,Promotion,People,People,DEIB,DEIB,P1,P2,Associate DEIB Specialist,DEIB Specialist,jhall@justkaizen.com,jhall@justkaizen.com
mjackson@justkaizen.com,01/26/2022,Hire,,People,,DEIB,,P3,,Senior DEIB Specialist,,schristian@justkaizen.com
hkim@justkaizen.com,08/12/2023,Hire,,People,,Workplace Experience,,P1,,Associate Workplace Experience Coordinator,,kclark@justkaizen.com
ljohns@justkaizen.com,11/08/2020,Hire,,People,,People Ops,,P3,,Senior People Operations Specialist,,pray@justkaizen.com
abriggs@justkaizen.com,08/08/2020,Hire,,People,,Recruiting,,P3,,Senior Recruiter,,mgregory@justkaizen.com
abriggs@justkaizen.com,03/16/2021,Promotion,People,People,Recruiting,Recruiting,P2,P3,Recruiter,Senior Recruiter,mgregory@justkaizen.com,mgregory@justkaizen.com
cmorales@justkaizen.com,03/29/2022,Hire,,People,,People Ops,,P3,,Senior People Operations Specialist,,rgrant@justkaizen.com
cmorales@justkaizen.com,03/30/2023,Promotion,People,People,People Ops,People Ops,P2,P3,People Operations Specialist,Senior People Operations Specialist,rgrant@justkaizen.com,rgrant@justkaizen.com
tnelson@justkaizen.com,02/18/2022,Hire,,People,,HRBPs,,P3,,Senior HR Business Partner,,ksmith2@justkaizen.com
tnelson@justkaizen.com,09/05/2023,Promotion,People,People,HRBPs,HRBPs,P2,P3,HR Business Partner,Senior HR Business Partner,ksmith2@justkaizen.com,ksmith2@justkaizen.com
jjefferson@justkaizen.com,07/08/2020,Hire,,People,,Recruiting,,P2,,Recruiter,,tnelson@justkaizen.com
jjefferson@justkaizen.com,10/31/2022,Promotion,People,People,Recruiting,Recruiting,P1,P2,Associate Recruiter,Recruiter,tnelson@justkaizen.com,tnelson@justkaizen.com
rbanks@justkaizen.com,10/26/2024,Hire,,People,,People Ops,,P3,,Senior People Operations Specialist,,mgregory@justkaizen.com
rwilson2@justkaizen.com,05/29/2022,Hire,,People,,Total Rewards,,P1,,Associate Compensation Analyst,,sgarcia@justkaizen.com
mbrown3@justkaizen.com,10/01/2021,Hire,,People,,Recruiting,,P2,,Recruiter,,jgarza@justkaizen.com
tmoore2@justkaizen.com,09/20/2021,Hire,,People,,Recruiting,,P3,,Senior Recruiter,,schristian@justkaizen.com
tmoore2@justkaizen.com,04/10/2023,Promotion,People,People,Recruiting,Recruiting,P2,P3,Recruiter,Senior Recruiter,schristian@justkaizen.com,schristian@justkaizen.com
jgarza@justkaizen.com,01/14/2020,Hire,,People,,Workplace Experience,,P3,,Senior Workplace Experience Coordinator,,trodriguez3@justkaizen.com
rgregory@justkaizen.com,04/02/2020,Hire,,People,,Recruiting,,P3,,Senior Recruiter,,trodriguez3@justkaizen.com
rgregory@justkaizen.com,01/09/2022,Promotion,People,People,Recruiting,Recruiting,P2,P3,Recruiter,Senior Recruiter,trodriguez3@justkaizen.com,trodriguez3@justkaizen.com
cjames2@justkaizen.com,09/18/2024,Hire,,People,,Recruiting,,P1,,Associate Recruiter,,mbrown3@justkaizen.com
hjohnson2@justkaizen.com,08/05/2021,Hire,,People,,Total Rewards,,P1,,Associate Compensation Analyst,,mbrown3@justkaizen.com
mroberson@justkaizen.com,03/01/2025,Hire,,People,,People Ops,,P3,,Senior People Operations Specialist,,dreed2@justkaizen.com
vanderson@justkaizen.com,10/25/2022,Hire,,People,,Recruiting,,P4,,Staff Recruiter,,jwilliams4@justkaizen.com
trodriguez3@justkaizen.com,05/25/2020,Hire,,People,,HRBPs,,P4,,Staff HR Business Partner,,mmorgan@justkaizen.com
trodriguez3@justkaizen.com,01/13/2022,Promotion,People,People,HRBPs,HRBPs,P2,P3,HR Business Partner,Senior HR Business Partner,mmorgan@justkaizen.com,mmorgan@justkaizen.com
trodriguez3@justkaizen.com,07/12/2023,Promotion,People,People,HRBPs,HRBPs,P3,P4,Senior HR Business Partner,Staff HR Business Partner,mmorgan@justkaizen.com,mmorgan@justkaizen.com
jwilliams4@justkaizen.com,07/01/2023,Hire,,People,,HRBPs,,P5,,Principal HR Business Partner,,bgutierrez@justkaizen.com
jwilliams4@justkaizen.com,01/03/2024,Promotion,People,People,HRBPs,HRBPs,P3,P4,Senior HR Business Partner,Staff HR Business Partner,bgutierrez@justkaizen.com,bgutierrez@justkaizen.com
jwilliams4@justkaizen.com,07/30/2024,Promotion,People,People,HRBPs,HRBPs,P4,P5,Staff HR Business Partner,Principal HR Business Partner,bgutierrez@justkaizen.com,bgutierrez@justkaizen.com
dedwards2@justkaizen.com,04/04/2022,Hire,,People,,HRBPs,,P4,,Staff HR Business Partner,,sjones4@justkaizen.com
dedwards2@justkaizen.com,10/01/2023,Promotion,People,People,HRBPs,HRBPs,P3,P4,Senior HR Business Partner,Staff HR Business Partner,sjones4@justkaizen.com,sjones4@justkaizen.com
mgregory@justkaizen.com,11/09/2022,Hire,,People,,Recruiting,,P4,,Staff Recruiter,,jwilliams4@justkaizen.com
mgregory@justkaizen.com,08/12/2023,Promotion,People,People,Recruiting,Recruiting,P2,P3,Recruiter,Senior Recruiter,jwilliams4@justkaizen.com,jwilliams4@justkaizen.com
mgregory@justkaizen.com,04/25/2024,Promotion,People,People,Recruiting,Recruiting,P3,P4,Senior Recruiter,Staff Recruiter,jwilliams4@justkaizen.com,jwilliams4@justkaizen.com
pray@justkaizen.com,05/17/2022,Hire,,People,,Recruiting,,P4,,Staff Recruiter,,mmorgan@justkaizen.com
pray@justkaizen.com,10/29/2023,Promotion,People,People,Recruiting,Recruiting,P3,P4,Senior Recruiter,Staff Recruiter,mmorgan@justkaizen.com,mmorgan@justkaizen.com
klevine@justkaizen.com,02/22/2021,Hire,,People,,People Ops,,P4,,Staff People Operations Specialist,,mmorgan@justkaizen.com
klevine@justkaizen.com,04/05/2022,Promotion,People,People,People Ops,People Ops,P3,P4,Senior People Operations Specialist,Staff People Operations Specialist,mmorgan@justkaizen.com,mmorgan@justkaizen.com
mmorgan@justkaizen.com,07/27/2024,Hire,,People,,DEIB,,P5,,Principal DEIB Specialist,,bgutierrez@justkaizen.com
khaynes@justkaizen.com,05/17/2023,Hire,,People,,Total Rewards,,P5,,Principal Compensation Analyst,,bgutierrez@justkaizen.com
astanley@justkaizen.com,02/18/2025,Hire,,People,,People Ops,,P4,,Staff People Operations Specialist,,mmorgan@justkaizen.com
dreed2@justkaizen.com,02/15/2024,Hire,,People,,HRBPs,,P4,,Staff HR Business Partner,,sjones4@justkaizen.com
dreed2@justkaizen.com,09/15/2024,Promotion,People,People,HRBPs,HRBPs,P3,P4,Senior HR Business Partner,Staff HR Business Partner,sjones4@justkaizen.com,sjones4@justkaizen.com
mcruz@justkaizen.com,05/08/2023,Hire,,People,,People Ops,,P4,,Staff People Operations Specialist,,jwilliams4@justkaizen.com
rgrant@justkaizen.com,02/25/2025,Hire,,People,,DEIB,,P4,,Staff DEIB Specialist,,jwilliams4@justkaizen.com
vbrown2@justkaizen.com,01/01/2021,Hire,,People,,L&D,,P4,,Staff Learning & Development Specialist,,mmorgan@justkaizen.com
mmoore5@justkaizen.com,02/18/2022,Hire,,People,,HRBPs,,P4,,Staff HR Business Partner,,jwilliams4@justkaizen.com
mmoore5@justkaizen.com,09/05/2023,Promotion,People,People,HRBPs,HRBPs,P3,P4,Senior HR Business Partner,Staff HR Business Partner,jwilliams4@justkaizen.com,jwilliams4@justkaizen.com
schristian@justkaizen.com,05/23/2021,Hire,,People,,DEIB,,P4,,Staff DEIB Specialist,,sjones4@justkaizen.com
schristian@justkaizen.com,09/12/2022,Promotion,People,People,DEIB,DEIB,P2,P3,DEIB Specialist,Senior DEIB Specialist,sjones4@justkaizen.com,sjones4@justkaizen.com
schristian@justkaizen.com,12/11/2023,Promotion,People,People,DEIB,DEIB,P3,P4,Senior DEIB Specialist,Staff DEIB Specialist,sjones4@justkaizen.com,sjones4@justkaizen.com
sjones4@justkaizen.com,11/29/2022,Hire,,People,,Recruiting,,P5,,Principal Recruiter,,bgutierrez@justkaizen.com
kallen2@justkaizen.com,02/02/2021,Hire,,People,,L&D,,P4,,Staff Learning & Development Specialist,,sjones4@justkaizen.com
kallen2@justkaizen.com,06/26/2022,Promotion,People,People,L&D,L&D,P2,P3,Learning & Development Specialist,Senior Learning & Development Specialist,sjones4@justkaizen.com,sjones4@justkaizen.com
kallen2@justkaizen.com,11/07/2023,Promotion,People,People,L&D,L&D,P3,P4,Senior Learning & Development Specialist,Staff Learning & Development Specialist,sjones4@justkaizen.com,sjones4@justkaizen.com
wwilliams@justkaizen.com,09/21/2020,Hire,,People,,Total Rewards,,P5,,Principal Compensation Analyst,,bgutierrez@justkaizen.com
wwilliams@justkaizen.com,06/24/2021,Promotion,People,People,Total Rewards,Total Rewards,P3,P4,Senior Compensation Analyst,Staff Compensation Analyst,bgutierrez@justkaizen.com,bgutierrez@justkaizen.com
wwilliams@justkaizen.com,05/20/2022,Promotion,People,People,Total Rewards,Total Rewards,P4,P5,Staff Compensation Analyst,Principal Compensation Analyst,bgutierrez@justkaizen.com,bgutierrez@justkaizen.com
cschneider@justkaizen.com,01/02/2022,Hire,,People,,People Ops,,P4,,Staff People Operations Specialist,,sjones4@justkaizen.com
cschneider@justkaizen.com,04/25/2022,Promotion,People,People,People Ops,People Ops,P2,P3,People Operations Specialist,Senior People Operations Specialist,sjones4@justkaizen.com,sjones4@justkaizen.com
cschneider@justkaizen.com,08/31/2022,Promotion,People,People,People Ops,People Ops,P3,P4,Senior People Operations Specialist,Staff People Operations Specialist,sjones4@justkaizen.com,sjones4@justkaizen.com
jyoung2@justkaizen.com,07/31/2022,Hire,,People,,DEIB,,P4,,Staff DEIB Specialist,,mmorgan@justkaizen.com
jsolis2@justkaizen.com,05/16/2021,Hire,,People,,Workplace Experience,,P4,,Staff Workplace Experience Coordinator,,sjones4@justkaizen.com
jgates@justkaizen.com,10/25/2021,Hire,,People,,Total Rewards,,P4,,Staff Compensation Analyst,,jwilliams4@justkaizen.com
jgates@justkaizen.com,12/24/2022,Promotion,People,People,Total Rewards,Total Rewards,P2,P3,Compensation Analyst,Senior Compensation Analyst,jwilliams4@justkaizen.com,jwilliams4@justkaizen.com
jgates@justkaizen.com,12/29/2023,Promotion,People,People,Total Rewards,Total Rewards,P3,P4,Senior Compensation Analyst,Staff Compensation Analyst,jwilliams4@justkaizen.com,jwilliams4@justkaizen.com
jwilson4@justkaizen.com,06/09/2021,Hire,,People,,Recruiting,,P4,,Staff Recruiter,,sjones4@justkaizen.com
jvaldez@justkaizen.com,11/10/2020,Hire,,People,,Total Rewards,,P4,,Staff Compensation Analyst,,mmorgan@justkaizen.com
jvaldez@justkaizen.com,03/31/2022,Promotion,People,People,Total Rewards,Total Rewards,P2,P3,Compensation Analyst,Senior Compensation Analyst,mmorgan@justkaizen.com,mmorgan@justkaizen.com
jvaldez@justkaizen.com,10/24/2023,Promotion,People,People,Total Rewards,Total Rewards,P3,P4,Senior Compensation Analyst,Staff Compensation Analyst,mmorgan@justkaizen.com,mmorgan@justkaizen.com
bgutierrez@justkaizen.com,07/03/2024,Hire,,People,,Recruiting,,P6,,Distinguished Recruiter,,hbrown2@justkaizen.com
ksmith2@justkaizen.com,08/05/2022,Hire,,People,,L&D,,P4,,Staff Learning & Development Specialist,,jwilliams4@justkaizen.com
bmunoz@justkaizen.com,07/22/2023,Hire,,People,,Recruiting,,M1,,Recruiting Manager,,mblanchard@justkaizen.com
bmunoz@justkaizen.com,05/17/2024,Promotion,People,People,Recruiting,Recruiting,P3,M1,Senior Recruiter,Recruiting Manager,mblanchard@justkaizen.com,mblanchard@justkaizen.com
ltorres@justkaizen.com,09/20/2020,Hire,,People,,Total Rewards,,M1,,Total Rewards Manager,,nrodriguez2@justkaizen.com
ltorres@justkaizen.com,01/08/2023,Promotion,People,People,Total Rewards,Total Rewards,P3,M1,Senior Compensation Analyst,Total Rewards Manager,nrodriguez2@justkaizen.com,nrodriguez2@justkaizen.com
kclark2@justkaizen.com,01/13/2018,Hire,,People,,L&D,,M1,,L&D Manager,,tsandoval@justkaizen.com
mclements@justkaizen.com,10/25/2022,Hire,,People,,Recruiting,,M1,,Recruiting Manager,,mblanchard@justkaizen.com
hbrown2@justkaizen.com,11/10/2024,Hire,,People,,People Ops,,M1,,People Ops Manager,,mblanchard@justkaizen.com
cgibson@justkaizen.com,01/08/2021,Hire,,People,,L&D,,M1,,L&D Manager,,tsandoval@justkaizen.com
cgibson@justkaizen.com,01/13/2023,Promotion,People,People,L&D,L&D,P3,M1,Senior Learning & Development Specialist,L&D Manager,tsandoval@justkaizen.com,tsandoval@justkaizen.com
kharvey2@justkaizen.com,08/15/2022,Hire,,People,,L&D,,M1,,L&D Manager,,tsandoval@justkaizen.com
tsandoval@justkaizen.com,06/13/2021,Hire,,People,,People Ops,,M2,,Senior People Ops Manager,,twaller@justkaizen.com
tsandoval@justkaizen.com,05/18/2023,Promotion,People,People,People Ops,People Ops,M1,M2,People Ops Manager,Senior People Ops Manager,twaller@justkaizen.com,twaller@justkaizen.com
mwilson2@justkaizen.com,05/05/2022,Hire,,People,,Recruiting,,M2,,Senior Recruiting Manager,,landrade@justkaizen.com
mwilson2@justkaizen.com,10/21/2023,Promotion,People,People,Recruiting,Recruiting,M1,M2,Recruiting Manager,Senior Recruiting Manager,landrade@justkaizen.com,landrade@justkaizen.com
pwalker@justkaizen.com,11/20/2024,Hire,,People,,Recruiting,,M2,,Senior Recruiting Manager,,chughes@justkaizen.com
ggallegos@justkaizen.com,06/21/2021,Hire,,People,,L&D,,M1,,L&D Manager,,mwilson2@justkaizen.com
vcarter@justkaizen.com,03/31/2021,Hire,,People,,DEIB,,M2,,Senior DEIB Manager,,mharris3@justkaizen.com
jpark@justkaizen.com,07/25/2022,Hire,,People,,DEIB,,M1,,DEIB Manager,,mwilson2@justkaizen.com
amartin2@justkaizen.com,05/23/2020,Hire,,People,,HRBPs,,M1,,HRBPs Manager,,tlong@justkaizen.com
amartin2@justkaizen.com,12/17/2021,Promotion,People,People,HRBPs,HRBPs,P3,M1,Senior HR Business Partner,HRBPs Manager,tlong@justkaizen.com,tlong@justkaizen.com
clove@justkaizen.com,01/31/2022,Hire,,People,,HRBPs,,M1,,HRBPs Manager,,nrodriguez2@justkaizen.com
nrodriguez2@justkaizen.com,10/14/2023,Hire,,People,,HRBPs,,M2,,Senior HRBPs Manager,,janderson4@justkaizen.com
nrodriguez2@justkaizen.com,04/21/2024,Promotion,People,People,HRBPs,HRBPs,P3,M1,Senior HR Business Partner,HRBPs Manager,janderson4@justkaizen.com,janderson4@justkaizen.com
nrodriguez2@justkaizen.com,10/07/2024,Promotion,People,People,HRBPs,HRBPs,M1,M2,HRBPs Manager,Senior HRBPs Manager,janderson4@justkaizen.com,janderson4@justkaizen.com
llopez@justkaizen.com,08/15/2024,Hire,,People,,Workplace Experience,,M2,,Senior Workplace Experience Manager,,phill@justkaizen.com
tlong@justkaizen.com,03/26/2021,Hire,,People,,Recruiting,,M2,,Senior Recruiting Manager,,jgraves@justkaizen.com
tlong@justkaizen.com,02/22/2023,Promotion,People,People,Recruiting,Recruiting,M1,M2,Recruiting Manager,Senior Recruiting Manager,jgraves@justkaizen.com,jgraves@justkaizen.com
jharrington@justkaizen.com,04/14/2020,Hire,,People,,Workplace Experience,,M1,,Workplace Experience Manager,,pwalker@justkaizen.com
mrodriguez@justkaizen.com,06/27/2021,Hire,,People,,HRBPs,,M1,,HRBPs Manager,,tsandoval@justkaizen.com
mrodriguez@justkaizen.com,04/17/2023,Promotion,People,People,HRBPs,HRBPs,P3,M1,Senior HR Business Partner,HRBPs Manager,tsandoval@justkaizen.com,tsandoval@justkaizen.com
rhouse@justkaizen.com,06/29/2022,Hire,,People,,HRBPs,,M1,,HRBPs Manager,,mwilson2@justkaizen.com
rchapman2@justkaizen.com,06/08/2022,Hire,,People,,Recruiting,,M1,,Recruiting Manager,,mblanchard@justkaizen.com
rhayes@justkaizen.com,05/18/2023,Hire,,People,,Recruiting,,M1,,Recruiting Manager,,nrodriguez2@justkaizen.com
mblanchard@justkaizen.com,04/11/2023,Hire,,People,,People Ops,,M2,,Senior People Ops Manager,,chughes@justkaizen.com
mblanchard@justkaizen.com,04/16/2024,Promotion,People,People,People Ops,People Ops,M1,M2,People Ops Manager,Senior People Ops Manager,chughes@justkaizen.com,chughes@justkaizen.com
bporter@justkaizen.com,08/17/2024,Hire,,People,,Total Rewards,,M1,,Total Rewards Manager,,tlong@justkaizen.com
kwilliams5@justkaizen.com,11/14/2021,Hire,,People,,Total Rewards,,M1,,Total Rewards Manager,,tsandoval@justkaizen.com
kwilliams5@justkaizen.com,07/29/2022,Promotion,People,People,Total Rewards,Total Rewards,P3,M1,Senior Compensation Analyst,Total Rewards Manager,tsandoval@justkaizen.com,tsandoval@justkaizen.com
troberson@justkaizen.com,05/31/2021,Hire,,People,,People Ops,,M1,,People Ops Manager,,mblanchard@justkaizen.com
kromero@justkaizen.com,10/12/2021,Hire,,People,,L&D,,M1,,L&D Manager,,tlong@justkaizen.com
tthompson2@justkaizen.com,02/04/2022,Hire,,People,,Total Rewards,,M2,,Senior Total Rewards Manager,,jgraves@justkaizen.com
kcross@justkaizen.com,04/10/2022,Hire,,People,,People Ops,,M1,,People Ops Manager,,tlong@justkaizen.com
chughes@justkaizen.com,03/16/2022,Hire,,People,,Recruiting,,M3,,"Director, Recruiting",,kcruz@justkaizen.com
landrade@justkaizen.com,12/25/2019,Hire,,People,,People Ops,,M3,,"Director, People Ops",,kcruz@justkaizen.com
kcruz@justkaizen.com,05/27/2022,Hire,,People,,HRBPs,,M4,,"Senior Director, HRBPs",,lroberts@justkaizen.com
kcruz@justkaizen.com,10/05/2023,Promotion,People,People,HRBPs,HRBPs,M3,M4,"Director, HRBPs","Senior Director, HRBPs",lroberts@justkaizen.com,lroberts@justkaizen.com
vmoon@justkaizen.com,12/10/2021,Hire,,People,,HRBPs,,M4,,"Senior Director, HRBPs",,vsantos@justkaizen.com
vmoon@justkaizen.com,12/25/2022,Promotion,People,People,HRBPs,HRBPs,M2,M3,Senior HRBPs Manager,"Director, HRBPs",vsantos@justkaizen.com,vsantos@justkaizen.com
vmoon@justkaizen.com,12/16/2023,Promotion,People,People,HRBPs,HRBPs,M3,M4,"Director, HRBPs","Senior Director, HRBPs",vsantos@justkaizen.com,vsantos@justkaizen.com
phill@justkaizen.com,04/22/2022,Hire,,People,,L&D,,M3,,"Director, L&D",,mwalls@justkaizen.com
phill@justkaizen.com,04/13/2023,Promotion,People,People,L&D,L&D,M1,M2,L&D Manager,Senior L&D Manager,mwalls@justkaizen.com,mwalls@justkaizen.com
phill@justkaizen.com,02/28/2024,Promotion,People,People,L&D,L&D,M2,M3,Senior L&D Manager,"Director, L&D",mwalls@justkaizen.com,mwalls@justkaizen.com
twaller@justkaizen.com,12/08/2024,Hire,,People,,HRBPs,,M3,,"Director, HRBPs",,kcruz@justkaizen.com
janderson4@justkaizen.com,05/11/2022,Hire,,People,,Recruiting,,M3,,"Director, Recruiting",,kcruz@justkaizen.com
janderson4@justkaizen.com,10/27/2023,Promotion,People,People,Recruiting,Recruiting,M2,M3,Senior Recruiting Manager,"Director, Recruiting",kcruz@justkaizen.com,kcruz@justkaizen.com
jgraves@justkaizen.com,09/21/2022,Hire,,People,,People Ops,,M3,,"Director, People Ops",,mwalls@justkaizen.com
jgraves@justkaizen.com,06/27/2023,Promotion,People,People,People Ops,People Ops,M1,M2,People Ops Manager,Senior People Ops Manager,mwalls@justkaizen.com,mwalls@justkaizen.com
jgraves@justkaizen.com,04/07/2024,Promotion,People,People,People Ops,People Ops,M2,M3,Senior People Ops Manager,"Director, People Ops",mwalls@justkaizen.com,mwalls@justkaizen.com
nevans@justkaizen.com,01/31/2025,Hire,,People,,Workplace Experience,,M3,,"Director, Workplace Experience",,kcruz@justkaizen.com
mvalencia@justkaizen.com,07/11/2020,Hire,,People,,DEIB,,M3,,"Director, DEIB",,mwalls@justkaizen.com
